Date,Air Temperature Average (degF),Precipitation Increment - Snow-adj (in),Change In Precipitation Increment - Snow-adj (in),Change In Soil Moisture Percent -8in (pct)
6/23/11,66,0,0,-0.7
6/24/11,60,0,0,-0.3
6/25/11,61,0,0,-0.6
6/26/11,61,0,0,-0.7
6/27/11,67,0,0,-0.2
6/28/11,65,0,0,-0.4
6/29/11,56,0.3,0.3,-0.3
6/30/11,58,0,-0.3,-0.2
7/1/11,62,0,0,-0.1
7/2/11,70,0.1,0.1,0.2
7/3/11,71,0,-0.1,-0.3
7/4/11,71,0,0,-0.3
7/5/11,72,0,0,-0.2
7/6/11,72,0.1,0.1,-0.3
7/7/11,68,0,-0.1,2
7/8/11,65,0,0,-0.4
7/9/11,67,0,0,-0.3
7/10/11,68,0,0,-0.1
7/11/11,68,0.1,0.1,-0.5
7/12/11,67,0,-0.1,-0.3
7/13/11,63,0,0,-0.2
7/14/11,59,0,0,-0.3
7/15/11,64,0,0,-0.2
7/16/11,64,0,0,-0.2
7/17/11,66,0,0,-0.3
7/18/11,69,0,0,-0.2
7/19/11,63,0,0,0.2
7/20/11,62,0,0,-0.4
7/21/11,66,0,0,0
7/22/11,64,0,0,-0.2
7/23/11,68,0,0,-0.2
7/24/11,74,0,0,0.2
7/25/11,71,0,0,-0.1
7/26/11,64,0,0,-0.1
7/27/11,66,0,0,-0.2
7/28/11,69,0,0,0
7/29/11,73,0,0,-0.2
7/30/11,74,0,0,0.1
7/31/11,69,0.1,0.1,0
8/1/11,67,0.1,0,-0.3
8/2/11,68,0.1,0,-0.1
8/3/11,70,0.1,0,0.1
8/4/11,68,0,-0.1,-0.1
8/5/11,67,0,0,0
8/6/11,70,0,0,-0.1
8/7/11,69,0,0,-0.3
8/8/11,68,0,0,0.2
8/9/11,67,0,0,0.1
8/10/11,68,0,0,-0.1
8/11/11,66,0,0,-0.1
8/12/11,69,0,0,0
8/13/11,67,0,0,0
8/14/11,68,0,0,-0.3
8/15/11,62,0,0,0
8/16/11,66,0,0,0.2
8/17/11,68,0,0,-0.4
8/18/11,69,0,0,0
8/19/11,69,0,0,0.3
8/20/11,71,0,0,-0.1
8/21/11,72,0,0,0
8/22/11,71,0,0,0
8/23/11,72,0,0,-0.3
8/24/11,75,0,0,0.3
8/25/11,73,0,0,-0.2
8/26/11,75,0,0,0.1
8/27/11,70,0,0,-0.2
8/28/11,72,0,0,0
8/29/11,69,0,0,0
8/30/11,69,0,0,-0.1
8/31/11,64,0,0,0
9/1/11,57,0,0,0.1
9/2/11,60,0,0,-0.2
9/3/11,64,0,0,-0.4
9/4/11,69,0,0,0.1
9/5/11,68,0,0,-0.1
9/6/11,68,0,0,0.2
9/7/11,69,0,0,-0.1
9/8/11,68,0,0,0.1
9/9/11,67,0,0,0
9/10/11,65,0,0,-0.2
9/11/11,62,0,0,-0.1
9/12/11,60,0,0,-0.1
9/13/11,63,0,0,0.1
9/14/11,64,0,0,-0.3
9/15/11,62,0.1,0.1,0.1
9/16/11,56,0,-0.1,0
9/17/11,54,0,0,-0.2
9/18/11,59,0,0,-0.2
9/19/11,63,0,0,0.3
9/20/11,62,0,0,-0.1
9/21/11,64,0,0,0.1
9/22/11,67,0,0,0
9/23/11,69,0,0,0
9/24/11,70,0,0,-0.1
9/25/11,61,0,0,0
9/26/11,57,0,0,-0.1
9/27/11,64,0,0,-0.1
9/28/11,65,0,0,0.1
9/29/11,69,0,0,-0.1
9/30/11,69,0,0,0.3
10/1/11,64,0,0,-0.2
10/2/11,60,0,0,0.1
10/3/11,59,0,0,-0.2
10/4/11,47,0,0,0
10/5/11,38,0.7,0.7,0.1
10/6/11,35,0.1,-0.6,-0.5
10/7/11,40,0.1,0,-0.3
10/8/11,43,0,-0.1,0.2
10/9/11,47,0,0,0.7
10/10/11,45,0.5,0.5,0.5
10/11/11,51,0,-0.5,8.6
10/12/11,51,0,0,0.6
10/13/11,55,0.1,0.1,-0.5
10/14/11,58,0,-0.1,-0.2
10/15/11,59,0,0,-0.2
10/16/11,53,0,0,-0.5
10/17/11,47,0,0,-0.1
10/18/11,53,0,0,-0.3
10/19/11,54,0,0,-0.2
10/20/11,53,0,0,-0.1
10/21/11,54,0,0,-0.3
10/22/11,53,0,0,-0.3
10/23/11,55,0,0,0
10/24/11,49,0,0,-0.4
10/25/11,37,0,0,0
10/26/11,35,0,0,-0.6
10/27/11,41,0,0,-0.1
10/28/11,47,0,0,-0.3
10/29/11,50,0,0,-0.1
10/30/11,50,0,0,0.2
10/31/11,48,0,0,-0.2
11/1/11,33,0,0,0.1
11/2/11,33,0,0,-0.3
11/3/11,40,0.1,0.1,0
11/4/11,28,0,-0.1,-0.3
11/5/11,25,0.1,0.1,0
11/6/11,28,0.2,0.1,-0.1
11/7/11,29,0,-0.2,-0.1
11/8/11,30,0,0,0
11/9/11,36,0,0,-0.1
11/10/11,40,0,0,-0.2
11/11/11,39,0.1,0.1,0.1
11/12/11,37,0.9,0.8,-0.2
11/13/11,38,0.1,-0.8,0
11/14/11,40,0,-0.1,0
11/15/11,35,0,0,0.1
11/16/11,35,0.3,0.3,0.2
11/17/11,42,0,-0.3,-0.3
11/18/11,31,0.2,0.2,0
11/19/11,23,0,-0.2,1.1
11/20/11,30,0.1,0.1,0.9
11/21/11,32,0,-0.1,0.2
11/22/11,41,0,0,-0.2
11/23/11,43,0,0,0.3
11/24/11,42,0,0,0
11/25/11,36,0,0,0.3
11/26/11,38,0,0,0.4
11/27/11,46,0,0,-0.1
11/28/11,44,0,0,-0.2
11/29/11,42,0,0,1.3
11/30/11,33,0,0,0.8
12/1/11,33,0,0,-0.3
12/2/11,32,0,0,-1
12/3/11,26,0,0,-0.5
12/4/11,28,0,0,-0.7
12/5/11,24,0,0,-0.7
12/6/11,28,0,0,-2.7
12/7/11,35,0,0,-3.6
12/8/11,36,0,0,-0.2
12/9/11,37,0,0,-0.4
12/10/11,36,0,0,-0.2
12/11/11,34,0,0,-0.4
12/12/11,32,0,0,-0.1
12/13/11,30,0,0,0.1
12/14/11,31,0,0,-0.3
12/15/11,30,0,0,0.1
12/16/11,33,0,0,-0.2
12/17/11,40,0,0,-0.2
12/18/11,36,0,0,0.3
12/19/11,33,0,0,0.1
12/20/11,35,0,0,-0.4
12/21/11,27,0,0,0.1
12/22/11,23,0,0,0
12/23/11,28,0,0,-0.5
12/24/11,35,0,0,-0.3
12/25/11,35,0,0,0.4
12/26/11,38,0,0,0.2
12/27/11,38,0,0,-0.1
12/28/11,42,0.2,0.2,0.2
12/29/11,43,0.2,0,0.4
12/30/11,41,0,-0.2,0.5
12/31/11,28,0,0,0.6
1/1/12,41,0,0,0.1
1/2/12,46,0,0,-0.4
1/3/12,47,0,0,-0.1
1/4/12,47,0,0,0.1
1/5/12,46,0,0,-0.1
1/6/12,36,0,0,-0.1
1/7/12,29,0,0,0.2
1/8/12,31,0,0,-0.5
1/9/12,36,0,0,-0.2
1/10/12,36,0,0,-0.1
1/11/12,30,0,0,-0.1
1/12/12,35,0,0,-0.3
1/13/12,36,0,0,0
1/14/12,40,0,0,-0.1
1/15/12,35,0,0,0.1
1/16/12,16,0,0,0.3
1/17/12,20,0,0,-0.2
1/18/12,35,0,0,-0.2
1/19/12,39,0.3,0.3,0
1/20/12,39,0.9,0.6,0
1/21/12,34,1,0.1,0.5
1/22/12,28,0.4,-0.6,0.6
1/23/12,30,0.5,0.1,0.3
1/24/12,29,0.1,-0.4,-0.1
1/25/12,37,0,-0.1,0.1
1/26/12,38,0.7,0.7,-0.2
1/27/12,27,0,-0.7,0.2
1/28/12,31,0,0,0.1
1/29/12,36,0,0,-0.4
1/30/12,39,0,0,0
1/31/12,37,0,0,0.2
2/1/12,34,0,0,-0.3
2/2/12,27,0.1,0.1,0.4
2/3/12,29,0,-0.1,-0.4
2/4/12,33,0,0,-0.4
2/5/12,33,0,0,0.1
2/6/12,33,0,0,-0.2
2/7/12,34,0,0,0.1
2/8/12,36,0,0,-0.2
2/9/12,41,0,0,0.2
2/10/12,43,0,0,0.1
2/11/12,39,0,0,0.5
2/12/12,33,0,0,-0.1
2/13/12,32,0.1,0.1,0.2
2/14/12,31,0.1,0,-0.2
2/15/12,28,0,-0.1,-0.1
2/16/12,28,0,0,0.1
2/17/12,34,0,0,-0.3
2/18/12,30,0.1,0.1,-0.1
2/19/12,25,0,-0.1,0
2/20/12,31,0,0,0.1
2/21/12,38,0.1,0.1,0
2/22/12,42,0,-0.1,0.2
2/23/12,31,0,0,0
2/24/12,38,0,0,0.2
2/25/12,26,0,0,-0.2
2/26/12,23,0,0,-0.1
2/27/12,27,0,0,0
2/28/12,28,0.1,0.1,-0.1
2/29/12,27,1.2,1.1,-0.2
3/1/12,22,0.5,-0.7,0.1
3/2/12,26,0.1,-0.4,-0.1
3/3/12,37,0,-0.1,0.1
3/4/12,42,0,0,0
3/5/12,47,0.1,0.1,-0.1
3/6/12,24,0.2,0.1,0.4
3/7/12,27,0,-0.2,0.3
3/8/12,37,0,0,0
3/9/12,44,0,0,0.4
3/10/12,47,0,0,-0.1
3/11/12,41,0,0,0.1
3/12/12,42,0,0,0.1
3/13/12,42,0,0,0.2
3/14/12,42,0,0,0
3/15/12,45,0.3,0.3,0.1
3/16/12,41,1.2,0.9,0.2
3/17/12,32,0.8,-0.4,0.2
3/18/12,28,0.9,0.1,-0.1
3/19/12,23,0,-0.9,0.3
3/20/12,31,0.2,0.2,0.2
3/21/12,46,0,-0.2,-0.2
3/22/12,49,0,0,0.4
3/23/12,42,0,0,-0.2
3/24/12,49,0,0,0.3
3/25/12,45,0,0,0.1
3/26/12,34,0.1,0.1,0.1
3/27/12,40,0.2,0.1,0.5
3/28/12,39,0.3,0.1,2.5
3/29/12,40,0.4,0.1,7.7
3/30/12,48,0,-0.4,0.7
3/31/12,45,0,0,1.2
4/1/12,32,0,0,-0.3
4/2/12,35,0,0,-0.2
4/3/12,45,0.1,0.1,0.1
4/4/12,35,0,-0.1,-0.2
4/5/12,28,0.1,0.1,-0.1
4/6/12,29,0,-0.1,-0.5
4/7/12,41,0.1,0.1,0.3
4/8/12,52,0,-0.1,0
4/9/12,54,0,0,0
4/10/12,56,0,0,0
4/11/12,42,0,0,0.1
4/12/12,36,0.1,0.1,0
4/13/12,37,0,-0.1,-0.3
4/14/12,40,0.1,0.1,0.2
4/15/12,42,0,-0.1,-0.5
4/16/12,46,0,0,0
4/17/12,48,0,0,0
4/18/12,46,0.1,0.1,-0.2
4/19/12,47,0.1,0,0.2
4/20/12,57,0,-0.1,0.2
4/21/12,62,0,0,0
4/22/12,67,0,0,-0.3
4/23/12,66,0,0,0.1
4/24/12,60,0,0,-0.1
4/25/12,55,0.2,0.2,-0.4
4/26/12,42,1.3,1.1,0
4/27/12,38,0,-1.3,3.8
4/28/12,44,0.1,0.1,-1.1
4/29/12,48,0,-0.1,-0.5
4/30/12,51,0,0,-0.5
5/1/12,48,0,0,-0.5
5/2/12,47,0,0,-0.1
5/3/12,46,0,0,-0.4
5/4/12,41,0,0,-0.3
5/5/12,39,0,0,-0.4
5/6/12,43,0,0,-0.2
5/7/12,50,0.1,0.1,-0.1
5/8/12,57,0,-0.1,-0.4
5/9/12,62,0,0,0
5/10/12,49,0,0,-0.6
5/11/12,50,0,0,-0.3
5/12/12,55,0,0,-0.3
5/13/12,60,0,0,-0.5
5/14/12,67,0,0,-0.1
5/15/12,68,0,0,-0.6
5/16/12,67,0,0,-0.3
5/17/12,55,0,0,-0.4
5/18/12,48,0,0,-0.4
5/19/12,54,0,0,-0.7
5/20/12,61,0,0,0
5/21/12,64,0,0,-0.5
5/22/12,54,0,0,-0.6
5/23/12,45,0,0,-0.3
5/24/12,43,0,0,-0.4
5/25/12,40,0,0,-0.6
5/26/12,41,0.3,0.3,-0.1
5/27/12,45,0.1,-0.2,-0.3
5/28/12,53,0,-0.1,0.2
5/29/12,58,0,0,-0.1
5/30/12,62,0,0,-0.1
5/31/12,64,0,0,-0.1
6/1/12,68,0,0,0.1
6/2/12,66,0,0,-0.2
6/3/12,65,0,0,-0.2
6/4/12,56,0,0,-0.3
6/5/12,38,0.1,0.1,-0.3
6/6/12,44,0.1,0,-0.6
6/7/12,54,0,-0.1,-0.1
6/8/12,53,0,0,0.2
6/9/12,42,0,0,-0.1
6/10/12,51,0,0,-0.3
6/11/12,58,0.1,0.1,0
6/12/12,65,0,-0.1,-0.1
6/13/12,62,0,0,0
6/14/12,62,0,0,-0.2
6/15/12,62,0,0,-0.1
6/16/12,65,0,0,0.2
6/17/12,71,0,0,-0.2
6/18/12,62,0,0,-0.1
6/19/12,51,0,0,-0.1
6/20/12,56,0,0,-0.2
6/21/12,71,0,0,-0.2
6/22/12,62,0,0,0
6/23/12,58,0,0,-0.1
6/24/12,60,0,0,-0.1
6/25/12,61,0,0,0.1
6/26/12,52,0,0,-0.2
6/27/12,61,0,0,0
6/28/12,66,0,0,0.3
6/29/12,67,0,0,-0.1
6/30/12,69,0,0,0
7/1/12,65,0,0,-0.2
7/2/12,69,0.1,0.1,0.1
7/3/12,66,0,-0.1,0
7/4/12,68,0,0,0
7/5/12,68,0,0,0.3
7/6/12,71,0,0,-0.1
7/7/12,73,0,0,-0.1
7/8/12,76,0,0,0.1
7/9/12,76,0,0,0.1
7/10/12,77,0,0,0
7/11/12,77,0,0,-0.1
7/12/12,78,0,0,-0.2
7/13/12,73,0,0,0.2
7/14/12,70,0,0,-0.2
7/15/12,68,0,0,0
7/16/12,65,0,0,0.1
7/17/12,67,0,0,-0.2
7/18/12,68,0,0,0
7/19/12,69,0,0,-0.2
7/20/12,69,0,0,0.1
7/21/12,72,0,0,0.2
7/22/12,75,0,0,0
7/23/12,70,0,0,0
7/24/12,66,0.2,0.2,-0.1
7/25/12,72,0,-0.2,-0.3
7/26/12,74,0,0,0.2
7/27/12,72,0,0,-0.1
7/28/12,72,0,0,0.3
7/29/12,74,0,0,-0.4
7/30/12,74,0,0,0.4
7/31/12,73,0,0,-0.2
8/1/12,72,0,0,-0.2
8/2/12,72,0,0,0.1
8/3/12,70,0,0,0.1
8/4/12,72,0,0,-0.1
8/5/12,68,0,0,0
8/6/12,72,0,0,-0.2
8/7/12,76,0,0,0.1
8/8/12,75,0,0,0
8/9/12,78,0,0,-0.1
8/10/12,76,0,0,0
8/11/12,73,0,0,0.3
8/12/12,79,0,0,-0.2
8/13/12,76,0,0,0.4
8/14/12,76,0,0,-0.1
8/15/12,75,0,0,0.1
8/16/12,74,0,0,0.2
8/17/12,76,0,0,-0.3
8/18/12,73,0,0,0
8/19/12,67,0,0,0.1
8/20/12,71,0,0,-0.4
8/21/12,71,0,0,-0.1
8/22/12,71,0,0,0.1
8/23/12,71,0,0,0.1
8/24/12,67,0,0,-0.2
8/25/12,70,0,0,0.2
8/26/12,71,0,0,-0.3
8/27/12,69,0,0,0.2
8/28/12,69,0,0,-0.1
8/29/12,66,0,0,-0.1
8/30/12,69,0,0,0.2
8/31/12,64,0.1,0.1,-0.3
9/1/12,62,0,-0.1,-0.1
9/2/12,65,0,0,-0.1
9/3/12,68,0,0,-0.1
9/4/12,69,0,0,0.4
9/5/12,70,0.1,0.1,-0.1
9/6/12,65,0,-0.1,-0.3
9/7/12,67,0,0,0.2
9/8/12,71,0,0,0.3
9/9/12,71,0,0,-0.4
9/10/12,64,0,0,0
9/11/12,61,0,0,0.1
9/12/12,60,0,0,-0.2
9/13/12,66,0,0,0.2
9/14/12,69,0,0,-0.2
9/15/12,68,0,0,0.1
9/16/12,64,0,0,0.1
9/17/12,64,0,0,-0.2
9/18/12,67,0,0,-0.2
9/19/12,67,0,0,0.1
9/20/12,67,0,0,0
9/21/12,69,0,0,-0.1
9/22/12,67,0,0,0.1
9/23/12,57,0,0,0.1
9/24/12,51,0,0,-0.3
9/25/12,57,0,0,-0.3
9/26/12,61,0,0,-0.2
9/27/12,64,0,0,0.4
9/28/12,66,0,0,-0.2
9/29/12,65,0,0,0.4
9/30/12,65,0,0,-0.1
10/1/12,65,0,0,-0.2
10/2/12,65,0,0,0.2
10/3/12,55,0,0,0
10/4/12,53,0,0,-0.3
10/5/12,51,0,0,0
10/6/12,49,0,0,0
10/7/12,52,0,0,0.1
10/8/12,57,0,0,-0.1
10/9/12,58,0,0,-0.1
10/10/12,59,0,0,-0.1
10/11/12,58,0,0,0.2
10/12/12,56,0,0,-0.1
10/13/12,53,0,0,0.1
10/14/12,55,0,0,-0.1
10/15/12,58,0,0,0
10/16/12,53,0.1,0.1,0.1
10/17/12,45,0,-0.1,-0.3
10/18/12,52,0,0,0
10/19/12,57,0,0,0.1
10/20/12,52,0,0,-0.1
10/21/12,44,0,0,0.2
10/22/12,36,0.7,0.7,-0.5
10/23/12,33,0.1,-0.6,0.3
10/24/12,30,0.2,0.1,-0.6
10/25/12,32,0,-0.2,0.1
10/26/12,36,0,0,0
10/27/12,45,0.7,0.7,-0.1
10/28/12,50,0,-0.7,0.1
10/29/12,53,0,0,0.2
10/30/12,54,0,0,6.1
10/31/12,54,0,0,1.3
11/1/12,46,0.2,0.2,0
11/2/12,44,0,-0.2,0.3
11/3/12,49,0,0,-0.1
11/4/12,52,0,0,0
11/5/12,53,0,0,0
11/6/12,55,0,0,-0.1
11/7/12,53,0,0,0
11/8/12,43,0,0,-0.3
11/9/12,27,0.3,0.3,-0.2
11/10/12,24,0.3,0,-0.3
11/11/12,25,0,-0.3,-0.3
11/12/12,31,0,0,0.3
11/13/12,37,0.1,0.1,0.2
11/14/12,41,0.1,0,0.4
11/15/12,43,0,-0.1,4.9
11/16/12,43,0,0,0.3
11/17/12,42,0.3,0.3,-0.1
11/18/12,38,0.5,0.2,1.5
11/19/12,43,0,-0.5,0.8
11/20/12,49,0,0,0.1
11/21/12,43,0,0,-1.2
11/22/12,37,0,0,-0.6
11/23/12,43,0,0,-0.4
11/24/12,45,0,0,-0.5
11/25/12,40,0,0,-0.2
11/26/12,37,0.1,0.1,-0.1
11/27/12,43,0,-0.1,-0.4
11/28/12,42,0.1,0.1,-0.1
11/29/12,42,0,-0.1,0.3
11/30/12,43,0.8,0.8,0.4
12/1/12,45,0.7,-0.1,5
12/2/12,41,1.3,0.6,-1.7
12/3/12,35,0.1,-1.2,1
12/4/12,43,2.2,2.1,-1.4
12/5/12,42,1,-1.2,4.4
12/6/12,38,0,-1,-3.4
12/7/12,35,0,0,-1.3
12/8/12,32,0,0,-0.8
12/9/12,29,0,0,-1
12/10/12,38,0.2,0.2,-0.7
12/11/12,39,0,-0.2,-0.1
12/12/12,33,0,0,0
12/13/12,30,0.1,0.1,0
12/14/12,27,0,-0.1,-0.1
12/15/12,25,0.1,0.1,0
12/16/12,31,0.4,0.3,-0.3
12/17/12,34,0.3,-0.1,0
12/18/12,22,0,-0.3,0.3
12/19/12,20,0,0,0
12/20/12,29,0,0,-0.1
12/21/12,35,0.1,0.1,-0.3
12/22/12,32,0.2,0.1,-0.4
12/23/12,30,0.2,0,-0.1
12/24/12,25,0.2,0,0.2
12/25/12,22,0.5,0.3,0.2
12/26/12,26,0.6,0.1,0
12/27/12,25,0,-0.6,-0.1
12/28/12,20,0,0,-0.2
12/29/12,21,0,0,0.4
12/30/12,17,0,0,0.1
12/31/12,14,0.1,0.1,-0.1
1/1/13,25,0,-0.1,-0.1
1/2/13,28,0,0,0.1
1/3/13,28,0,0,-0.3
1/4/13,32,0,0,0.1
1/5/13,32,0,0,0
1/6/13,32,0,0,-0.2
1/7/13,27,0.2,0.2,0
1/8/13,33,0,-0.2,0.2
1/9/13,35,0.1,0.1,0
1/10/13,21,0,-0.1,-0.1
1/11/13,16,0,0,0
1/12/13,11,0,0,0.1
1/13/13,9,0,0,-0.3
1/14/13,9,0.1,0.1,0.2
1/15/13,23,0.1,0,0.1
1/16/13,36,0,-0.1,-0.2
1/17/13,36,0,0,-0.2
1/18/13,39,0.1,0.1,0
1/19/13,42,0,-0.1,-0.2
1/20/13,42,0,0,0
1/21/13,40,0,0,-0.1
1/22/13,40,0,0,0
1/23/13,40,0.1,0.1,-0.1
1/24/13,36,0.1,0,-0.1
1/25/13,36,0,-0.1,0.1
1/26/13,37,0,0,0.2
1/27/13,25,0,0,2.5
1/28/13,23,0.8,0.8,0.1
1/29/13,31,0.3,-0.5,-0.1
1/30/13,36,0,-0.3,-0.1
1/31/13,37,0,0,-0.3
2/1/13,37,0,0,0.1
2/2/13,39,0,0,-0.3
2/3/13,37,0,0,0
2/4/13,38,0,0,0.3
2/5/13,39,0,0,0
2/6/13,33,0,0,-0.3
2/7/13,32,0,0,0
2/8/13,29,0,0,0.1
2/9/13,28,0,0,-0.2
2/10/13,28,0,0,0
2/11/13,29,0,0,-0.1
2/12/13,32,0,0,0
2/13/13,35,0,0,0
2/14/13,36,0,0,-0.2
2/15/13,37,0,0,0
2/16/13,42,0,0,0.1
2/17/13,31,0.2,0.2,0.2
2/18/13,31,0,-0.2,0.2
2/19/13,32,0,0,-0.2
2/20/13,28,0,0,0.1
2/21/13,28,0,0,-0.1
2/22/13,31,0.1,0.1,-0.2
2/23/13,25,0.2,0.1,0.2
2/24/13,26,0,-0.2,-0.2
2/25/13,28,0.1,0.1,-0.3
2/26/13,26,0,-0.1,0.2
2/27/13,31,0,0,-0.1
2/28/13,40,0,0,-0.3
3/1/13,43,0.1,0.1,0.3
3/2/13,46,0,-0.1,1
3/3/13,37,0.8,0.8,0.5
3/4/13,32,0,-0.8,0.3
3/5/13,41,0,0,0
3/6/13,35,0,0,0.2
3/7/13,32,0,0,-0.2
3/8/13,34,0,0,0.1
3/9/13,36,0,0,-0.3
3/10/13,39,0,0,0.4
3/11/13,44,0.1,0.1,0.4
3/12/13,47,0,-0.1,1.7
3/13/13,52,0,0,1
3/14/13,52,0,0,0
3/15/13,50,0,0,0
3/16/13,44,0,0,-0.1
3/17/13,36,0,0,-0.3
3/18/13,38,0,0,-0.2
3/19/13,42,0.4,0.4,0.3
3/20/13,42,0.2,-0.2,1.4
3/21/13,31,0.6,0.4,-1
3/22/13,24,0,-0.6,-1.3
3/23/13,26,0,0,-0.9
3/24/13,35,0,0,-0.7
3/25/13,44,0,0,1.8
3/26/13,41,0.1,0.1,0.5
3/27/13,45,0,-0.1,-0.5
3/28/13,46,0,0,0.1
3/29/13,48,0,0,-1.4
3/30/13,52,0.1,0.1,-0.3
3/31/13,48,0.1,0,-0.4
4/1/13,40,0.2,0.1,0.3
4/2/13,47,0,-0.2,0.2
4/3/13,51,0,0,-0.5
4/4/13,50,0,0,-0.6
4/5/13,44,0,0,-0.2
4/6/13,43,0,0,-0.2
4/7/13,40,0.3,0.3,-0.5
4/8/13,33,0,-0.3,0.1
4/9/13,40,0,0,1.5
4/10/13,46,0.2,0.2,-0.8
4/11/13,43,0,-0.2,1.3
4/12/13,46,0,0,-0.5
4/13/13,43,0,0,-0.4
4/14/13,33,0,0,-0.7
4/15/13,30,0,0,-0.6
4/16/13,29,0,0,-0.1
4/17/13,31,0,0,-0.6
4/18/13,39,0,0,0
4/19/13,44,0.2,0.2,-0.1
4/20/13,43,0,-0.2,0.1
4/21/13,49,0,0,0.3
4/22/13,39,0,0,0.1
4/23/13,40,0,0,-0.7
4/24/13,44,0,0,-0.1
4/25/13,52,0,0,-0.2
4/26/13,56,0,0,-0.1
4/27/13,60,0,0,-0.4
4/28/13,57,0,0,-0.1
4/29/13,53,0,0,-0.3
4/30/13,41,0,0,-0.4
5/1/13,39,0,0,-0.2
5/2/13,49,0.1,0.1,-0.4
5/3/13,55,0,-0.1,-0.1
5/4/13,49,0,0,-0.4
5/5/13,54,0,0,-0.1
5/6/13,53,0,0,-0.1
5/7/13,46,0,0,-0.3
5/8/13,51,0.1,0.1,-0.3
5/9/13,58,0,-0.1,-0.2
5/10/13,63,0.1,0.1,0.2
5/11/13,65,0,-0.1,0
5/12/13,68,0,0,-0.2
5/13/13,66,0,0,-0.1
5/14/13,62,0,0,-0.2
5/15/13,60,0,0,-0.2
5/16/13,47,0.4,0.4,-0.1
5/17/13,47,0,-0.4,-0.4
5/18/13,47,0,0,-0.3
5/19/13,45,0,0,-0.3
5/20/13,52,0,0,0.2
5/21/13,56,0,0,0.2
5/22/13,40,0,0,0
5/23/13,42,0,0,0
5/24/13,50,0,0,-0.3
5/25/13,54,0,0,-0.1
5/26/13,51,0,0,0.1
5/27/13,46,1,1,-0.4
5/28/13,45,0.8,-0.2,0.1
5/29/13,49,0.1,-0.7,10.2
5/30/13,50,0,-0.1,-1.1
5/31/13,53,0.1,0.1,-1
6/1/13,61,0,-0.1,-0.7
6/2/13,63,0,0,-0.5
6/3/13,57,0,0,-0.7
6/4/13,62,0,0,-0.9
6/5/13,65,0,0,-0.4
6/6/13,70,0.1,0.1,-0.4
6/7/13,72,0,-0.1,-0.4
6/8/13,69,0,0,-0.3
6/9/13,73,0,0,-0.4
6/10/13,68,0,0,-0.1
6/11/13,61,0,0,-0.5
6/12/13,62,0,0,-0.7
6/13/13,52,0,0,0
6/14/13,50,0,0,-0.5
6/15/13,62,0,0,-0.4
6/16/13,65,0,0,-0.1
6/17/13,66,0,0,-0.3
6/18/13,60,0,0,0.1
6/19/13,44,0.4,0.4,-0.4
6/20/13,48,0,-0.4,
6/21/13,50,0,0,
6/22/13,55,0.1,0.1,-0.1
6/23/13,60,0,-0.1,0
6/24/13,51,0.7,0.7,0.1
6/25/13,55,0,-0.7,-0.4
6/26/13,64,0,0,0.1
6/27/13,71,0,0,0.1
6/28/13,79,0,0,0.3
6/29/13,78,0,0,0.4
6/30/13,79,0,0,-0.1
7/1/13,81,0,0,0.1
7/2/13,79,0,0,-0.1
7/3/13,72,0,0,0.1
7/4/13,72,0,0,-0.7
7/5/13,70,0,0,0.1
7/6/13,71,0.1,0.1,0
7/7/13,72,0,-0.1,-0.5
7/8/13,72,0,0,-0.1
7/9/13,75,0,0,-0.2
7/10/13,72,0,0,0
7/11/13,66,0,0,0
7/12/13,67,0,0,-0.4
7/13/13,68,0,0,-0.4
7/14/13,73,0,0,0.2
7/15/13,75,0,0,-0.1
7/16/13,75,0,0,-0.2
7/17/13,72,0,0,0.2
7/18/13,76,0,0,-0.2
7/19/13,79,0,0,-0.2
7/20/13,80,0,0,0
7/21/13,79,0,0,-0.2
7/22/13,79,0,0,0.1
7/23/13,76,0,0,0
7/24/13,70,0,0,-0.1
7/25/13,75,0,0,-0.5
7/26/13,74,0,0,0
7/27/13,71,0,0,0.1
7/28/13,71,0,0,-0.2
7/29/13,70,0,0,0.3
7/30/13,70,0,0,-0.5
7/31/13,72,0,0,0.3
8/1/13,65,0,0,-0.3
8/2/13,62,0,0,0.1
8/3/13,67,0,0,-0.2
8/4/13,72,0,0,-0.2
8/5/13,74,0,0,0.1
8/6/13,73,0,0,-0.1
8/7/13,71,0,0,0.1
8/8/13,68,0,0,-0.1
8/9/13,66,0,0,-0.1
8/10/13,66,0,0,0.1
8/11/13,68,0,0,-0.2
8/12/13,70,0,0,-0.1
8/13/13,71,0,0,0.1
8/14/13,74,0,0,-0.2
8/15/13,75,0,0,0.3
8/16/13,72,0,0,0
8/17/13,73,0,0,-0.3
8/18/13,76,0,0,
8/19/13,72,0,0,
8/20/13,71,0,0,-0.2
8/21/13,68,0,0,0.1
8/22/13,67,0,0,0
8/23/13,65,0,0,-0.2
8/24/13,67,0,0,0.1
8/25/13,65,0,0,-0.2
8/26/13,65,0,0,-0.2
8/27/13,68,0,0,0.1
8/28/13,66,0,0,0.1
8/29/13,69,0.1,0.1,-0.2
8/30/13,70,0,-0.1,0
8/31/13,72,0,0,0
9/1/13,73,0,0,-0.1
9/2/13,67,0,0,0.1
9/3/13,63,0,0,-0.2
9/4/13,65,0,0,0
9/5/13,65,0,0,0.1
9/6/13,62,0,0,-0.1
9/7/13,66,0,0,-0.3
